day,meal_type,name,serving_size,calories,total_fat,total_carbohydrate,protein,category
Monday,Lunch,Sliced Almonds,Tablespoon,90, 8, 3, 3,Toppings
Monday,Lunch,Aloo Chole Entree,Ounce,30, 1, 5, 1,Miscellaneous
Monday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5, 26, 2,Sides
Monday,Lunch,Broccoli Florets,4z Portion,35, 0, 6, 4,Sides
Monday,Lunch,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Monday,Lunch,Blueberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Monday,Lunch,Nature Valley Toasted Granola Oat,Ounce,130, 4.5, 20, 2,Miscellaneous
Monday,Lunch,Plain Greek Yogurt,Ounce,15, 0, 1, 3,Snack
Monday,Lunch,Small Curd Cottage Cheese,1/2 Cup,100, 5, 5, 11,Cheese
Monday,Lunch,Strawberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Monday,Lunch,Vanilla Yogurt,Ounce,20, 0, 4, < 1,Snack
Monday,Dinner,100% Honey Pc,Pkt,25, 0, 7, 0,Toppings
Monday,Dinner,Brewed coffee,6z Portion,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Coca Cola Classic Fountain 12z,12z Cup,0,null,null,null,Miscellaneous
Monday,Dinner,Coca Cola Diet Fountain 12z,12z Cup,0,null,null,null,Drinks
Monday,Dinner,Coffeemate Original,Fluid Oz,30, 3, 0, 0,Drinks
Monday,Dinner,Coke Cherry Fountain 12z,12z Cups,0,null,null,null,Drinks
Monday,Dinner,Coke Zero Fountain 12z,12z Cups,0,null,null,null,Drinks
Monday,Dinner,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5, 8, 0,Toppings
Monday,Dinner,ecoStick Sugar Substitute Pink Pc,Stick,0, 0, 1, 0,Toppings
Monday,Dinner,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0, 1, 0,Toppings
Monday,Dinner,Green Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Monday,Dinner,Hazelnut Coffee Creamer,Fluid Oz,10, 0, 2, 0,Toppings
Monday,Dinner,Lipton Black Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Monday,Dinner,Lipton Tea Decaf,Tea Bag,null,null,null,null,Drinks
Monday,Dinner,Original Style Lemonade,1 dining hall glass,null,null,null,null,Drinks
Monday,Dinner,Root Beer Barq's Fountain 12z,12z Cups,0,null,null,null,Bar
Monday,Dinner,Sprite Diet Fountain 12z,12z Cup,0, 0, 0, 0,Drinks
Monday,Dinner,Juice Apple DH,6 Flz Cup,15, 0, 3, 0,Drinks
Monday,Dinner,Juice Cranberry DH,6 Flz Cup,70, 0, 17, 0,Drinks
Monday,Dinner,Juice Orange DH,6 Flz Cup,15, 0, 4, 0,Drinks
Monday,Dinner,Pibb Extra Fountain 12z,12 Flz Cup,0,null,null,null,Drinks
Monday,Dinner,Powerade Mountain Blast 12z,12 Flz Cup,0,null,null,null,Drinks
Monday,Dinner,Sprite Fountain 12z,12 Flz Cup,0,null,null,null,Drinks
Monday,Dinner,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5, 5, 0,Toppings
Monday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14, 1, 0,Toppings
Monday,Dinner,Country French Dressing,Ounce,120, 11, 6, 0,Toppings
Monday,Dinner,Creamy Caesar Dressing,Fluid Oz,140, 15, < 1, < 1,Toppings
Monday,Dinner,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0, 8, 0,Toppings
Monday,Dinner,Lite Ranch Dressing,Ounce,70, 7, < 1, < 1,Toppings
Monday,Dinner,Plant Based Ranch Dressing,2z Portion,210, 22, 6, 0,Toppings
Monday,Dinner,Fortune Cookie,Cookie,10, 0, 3, 0,Cookie
Monday,Dinner,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Monday,Dinner,Steamed Long Grain Rice,4z Portion,530, 0, 115, 10,Sides
Monday,Dinner,Vegetable Egg Rolls,2 Egg Rolls,230, 0, 37, 7,Miscellaneous
Monday,Dinner,Chicken for Stirfry,1z Portion,50, 3.5, 0, 4,Entrees
Monday,Dinner,Firm Tofu,1/4 cup,60, 3, 2, 6,Miscellaneous
Monday,Dinner,Homestyle Breaded Chicken Breast Chunk,4 pcs,260, 15, 16, 15,Entrees
Monday,Dinner,Plant Based Chick'n Poppers,1ct,null,null,null,null,Miscellaneous
Monday,Dinner,Shrimp,1 Shrimp,5, 0, 0, 1,Entrees
Monday,Dinner,Velveted Beef,1z Portion,40, 1.5, 0, 6,Entrees
Monday,Dinner,Yaki Soba Noodles,3z Portion,230, 2.5, 44, 9,Entrees
Monday,Dinner,Ginger Garlic,1z Portion,30, 0, 6, 0,Toppings
Monday,Dinner,Orange Ginger Sauce,2 tbs,60, 0, 15, 0,Toppings
Monday,Dinner,Soy Sauce,Ounce,20, 0, 0, 4,Toppings
Monday,Dinner,Sriracha Sauce,Teaspoon,0, 0, 0, 0,Toppings
Monday,Dinner,Sweet & Sour Sauce,Fluid Oz,30, 0, 8, 0,Toppings
Monday,Dinner,Szechuan Sauce,Ounce,120, 12, < 1, 2,Toppings
Monday,Dinner,Teriyaki Glaze,2 tbs,50, 0, 12, 2,Miscellaneous
Monday,Dinner,Bamboo Shoots,Ounce,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Bean Sprouts,Ounce,10, 0, 2, < 1,Miscellaneous
Monday,Dinner,Broccoli Florets,Ounce,10, 0, 1, < 1,Sides
Monday,Dinner,Cabbage Napa Shredded Thin,Ounce,0, 0, < 1, 0,Miscellaneous
Monday,Dinner,Carrots,Tablespoon,0, 0, 0, 0,Sides
Monday,Dinner,Celery,Tablespoon,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Onion Sliced,Ounce,15, 0.5, 3, 0,Toppings
Monday,Dinner,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Monday,Dinner,Snow Pea Pods,Ounce,10, 0, 0, < 1,Miscellaneous
Monday,Dinner,Tri Color Peppers,Portion,25, 1.5, 2, 0,Miscellaneous
Monday,Dinner,Water Chestnut Sliced,Ounce,15, 0, 3, 0,Toppings
Monday,Dinner,Captain Crunch Wildberries,Cup,180, 2.5, 39, 2,Cereal
Monday,Dinner,Cheerios,Cup,110, 2, 22, 4,Cereal
Monday,Dinner,Cinnamon Toast Crunch,Cup,210, 5, 40, 2,Cereal
Monday,Dinner,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Monday,Dinner,Rice Chex Cereal,Cup,180, 1, 40, 3,Cereal
Monday,Dinner,Special K with Red Berries,Cup,360, 1, 78, 16,Miscellaneous
Monday,Dinner,Avocado Ranch Dressing,1z Portion,80, 8, 1, 0,Toppings
Monday,Dinner,Bleu Cheese Crumbles,Tablespoon,50, 4, 0, 3,Cheese
Monday,Dinner,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5, 0, 5,Toppings
Monday,Dinner,Diced Red Onion,Ounce,10, 0, 3, 0,Toppings
Monday,Dinner,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Monday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Monday,Dinner,Hard Boiled Egg,Egg,70, 4.5, < 1, 5,Entrees
Monday,Dinner,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Monday,Dinner,French Rolls,"6"" Portion",null,null,null,null,Miscellaneous
Monday,Dinner,"Honey Wheat Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Monday,Dinner,Kettle Chips,Ounce,160, 9, 15, 2,Snack
Monday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null,null,null,Miscellaneous
Monday,Dinner,Sourdough Bread Slice,Slices,100, 1, 20, 3,Miscellaneous
Monday,Dinner,"Spinach Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Monday,Dinner,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8, 53, 7,Tortilla
Monday,Dinner,Telera Roll,3.5z,300, 4, 56, 9,Miscellaneous
Monday,Dinner,Double Chocolate Chunk Cookie,1.35z Cookie,90, 0, 22, 1,Cookie
Monday,Dinner,Old-Fashioned Sugar Cookie,1.35z Cookie,160, 6, 25, 2,Cookie
Monday,Dinner,Peanut Butter Cookie,1.35z Cookie,180, 9, 20, 4,Cookie
Monday,Dinner,Soft Chocolate Chunk Cookie,1.35z,170, 7, 24, 2,Cookie
Monday,Dinner,Turtle Brownie w/Pecans,Brownie,40,null,null,null,Miscellaneous
Monday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5, 0, 4,Cheese
Monday,Dinner,Provolone Cheese Slice,Slice,70, 6, 0, 5,Cheese
Monday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7, 0, 5,Cheese
Monday,Dinner,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5, 0, 5,Toppings
Monday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Monday,Dinner,Low Sodium Smoked Ham Slices,Ounce,30, 1, 0, 5,Miscellaneous
Monday,Dinner,Oven Roasted Sliced Chicken,Ounce,null,null,null,null,Toppings
Monday,Dinner,Smoked Sliced Genoa Salami,Ounce,110, 9, 1, 6,Toppings
Monday,Dinner,Smoked Tempeh,Ounce,null,null,null,null,Miscellaneous
Monday,Dinner,Tuna Salad,1/2 cup,310, 26, 5, 14,Salad
Monday,Dinner,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12, 0, 0,Miscellaneous
Monday,Dinner,Cucumber Slices,.25 cup,0, 0, < 1, 0,Miscellaneous
Monday,Dinner,Flat Leaf Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Monday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0, 0, 0,Snack
Monday,Dinner,Mild Banana Pepper Ring,Ounce,5, 0, 1, 0,Fruit
Monday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0, < 1, 0,Miscellaneous
Monday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Monday,Dinner,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Monday,Dinner,Tomatoes Sliced 1/4-inch,Slices,0, 0, < 1, 0,Toppings
Monday,Dinner,Aged Balsamic Vinegar,Fluid Oz,40, 0, 9, 0,Toppings
Monday,Dinner,Black Pepper Grinder,Teaspoon,5, 0, 1, 0,Miscellaneous
Monday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14, 1, 0,Toppings
Monday,Dinner,Chipotle Ranch Dressing,Fluid Oz,150, 16, 1, 0,Snack
Monday,Dinner,Garlic Mayonnaise,1/2 oz,100, 10, 1, 0,Toppings
Monday,Dinner,Grinder Sea Salt,Gram,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11, 1, 0,Toppings
Monday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14, 0, 0,Miscellaneous
Monday,Dinner,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20, 7, 0,Snack
Monday,Dinner,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0, 0, 0,Toppings
Monday,Dinner,Vegan Mayonnaise,1 tbs,60, 7, < 1, 0,Toppings
Monday,Dinner,Vinegar Red Wine,Fluid Oz,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Yellow Mustard,1 tsp,0, 0, 0, 0,Toppings
Monday,Dinner,Bananas,Banana,190, 0, 46, 2,Fruit
Monday,Dinner,Gala Apples,Apples,100, 0, 25, 0,Fruit
Monday,Dinner,Oranges,Orange,100, 0, 24, 2,Fruit
Monday,Dinner,Angus Beef Frank,Frank,170, 16, 1, 6,Entrees
Monday,Dinner,Black Bean Burger,Patty,170, 5, 26, 15,Miscellaneous
Monday,Dinner,Breaded Onion Tangler,3z portion,270, 17, 27, 3,Miscellaneous
Monday,Dinner,Buns Hot Dog Bulk,Each,120, 1.5, 21, 4,Entrees
Monday,Dinner,Fried Eggs,Eggs,50, 3.5, 0, 4,Miscellaneous
Monday,Dinner,Grilled Cheese on White,Sandwich,330, 24, 23, 9,Cheese
Monday,Dinner,Hamburger Bun,Buns,null,null,null,null,Entrees
Monday,Dinner,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14, 13, 12,Entrees
Monday,Dinner,Onion Sauteed,Ounce,20, 1, 2, 0,Miscellaneous
Monday,Dinner,Round Bacon,Bacon Round,null,null,null,null,Miscellaneous
Monday,Dinner,Sauteed Sliced Mushrooms,1z Portion,15, 1, < 1, < 1,Toppings
Monday,Dinner,Smash Burger,Burgers,290, 23, 1, 19,Miscellaneous
Monday,Dinner,Thick French Fries,3z Portion,110, 3.5, 20, 1,Miscellaneous
Monday,Dinner,Ancient Grains Blend with Kale,4 oz portion,180, 4.5, 29, 4,Miscellaneous
Monday,Dinner,BBQ Brisket Sandwich,Sandwich,550, 25, 58, 22,Entrees
Monday,Dinner,Corn Cobbettes,1 Cobbette,90, 1, 19, 3,Miscellaneous
Monday,Dinner,Garden Herb Chicken Breast,3.25z Tender,80, 0, 0, 19,Entrees
Monday,Dinner,Mixed Vegetables,4z Portion,80, 0, 15, 2,Miscellaneous
Monday,Dinner,Southern Style Macaroni & Cheese,6z Portion,380, 24, 24, 15,Cheese
Monday,Dinner,Black Olive Slices,1z Portion,50, 3.5, 2, 0,Miscellaneous
Monday,Dinner,Cheddar Cheese,1z Portion,null,null,null,null,Cheese
Monday,Dinner,Diced Onions,Ounce,10, 0, 3, 0,Toppings
Monday,Dinner,"Flour Tortilla 6""",6in tortilla,100, 3, 15, 2,Tortilla
Monday,Dinner,Fresh Tortilla Chips,Ounce,70, 0, 13, 2,Snack
Monday,Dinner,House-made Guacamole,3z Portion,100, 9, 6, 1,Sides
Monday,Dinner,Pico de Gallo,2z Portion,10, 0, 2, < 1,Miscellaneous
Monday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0, < 1, 0,Miscellaneous
Monday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Monday,Dinner,Sour Cream 5lb,Tablespoon,30, 2.5, < 1, 0,Toppings
Monday,Dinner,Thick & Chuncky Mild Salsa,Ounce,10, 0, 2, 0,Miscellaneous
Monday,Dinner,"White Corn Tortilla 6""",6in Tortilla,60, 0.5, 12, 1,Tortilla
Monday,Dinner,2% Chocolate Milk BIB,1 Cup,170, 5, 24, 8,Drinks
Monday,Dinner,2% Milk BIB,8 flz,120, 5, 11, 8,Drinks
Monday,Dinner,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Monday,Dinner,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Monday,Dinner,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Monday,Dinner,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Monday,Dinner,Alfredo Sauce,Ounce,70, 6, 2, 1,Toppings
Monday,Dinner,Balsamic Vinegar,Teaspoon,0, 0, < 1, 0,Toppings
Monday,Dinner,Basil,Ounce,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Basil Pesto Sauce w/o Nuts,1 Flz Portion,100, 10, 1, 2,Toppings
Monday,Dinner,Broccoli Florets,Ounce,10, 0, 1, < 1,Sides
Monday,Dinner,Chunk Italian Sausage,Ounce,90, 8, 1, 4,Sides
Monday,Dinner,Diavolo Sauce,2 Flz Portion,90, 8, 5, < 1,Toppings
Monday,Dinner,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Monday,Dinner,Elbow Macaroni Pasta,4z Portion,220, 5, 36, 6,Entrees
Monday,Dinner,Garlic Minced Prep,Ounce,35, 0, 7, 0,Toppings
Monday,Dinner,Grated Parmesan Cheese,Tablespoon,30, 2.5, 0, 3,Cheese
Monday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Monday,Dinner,Marinara Sauce,Ounce,15, 0.5, 2, 0,Toppings
Monday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14, 0, 0,Miscellaneous
Monday,Dinner,Parsley Ital Fresh Clnd,Tablespoon,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Pasta Stir-Fry,4.7z Portion,260, 16, 17, 14,Entrees
Monday,Dinner,Penne Pasta,3z Portion,170, 4.5, 27, 5,Entrees
Monday,Dinner,Pepper Red Crushed,Teaspoon,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Sauteed Sliced Mushrooms,1z Portion,15, 1, < 1, < 1,Toppings
Monday,Dinner,Shrimp,1 Shrimp,5, 0, 0, 1,Entrees
Monday,Dinner,Cheese Pizza,Piece -U,140, 5, 18, 6,Cheese
Monday,Dinner,Sausage Pizza,Piece -U,180, 9, 18, 8,Sides
Monday,Dinner,Tomato Basil Pizza,1/12 Pizza,200, 9, 22, 8,Entrees
Monday,Dinner,Classic Edamame,Tablespoon,15, 0.5, 1, 1,Miscellaneous
Monday,Dinner,Classic Vegan Kimchi,Ounce,10, 0, 3, 0,Miscellaneous
Monday,Dinner,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Monday,Dinner,Firm Tofu,1/4 cup,60, 3, 2, 6,Miscellaneous
Monday,Dinner,High Protein Grain BleND,3z portion,190,null,null,null,Miscellaneous
Monday,Dinner,Low Sodium Dark Red Kidney Bean,Ounce,30, 0, 5, 2,Miscellaneous
Monday,Dinner,Low Sodium Garbanzo Beans,Ounce,30, 0, 5, 1,Sides
Monday,Dinner,Marinated Quarter Artichoke Heart,Ounce,15, 1, 2, < 1,Miscellaneous
Monday,Dinner,Marinated Tofu,4z Portion,110, 5, 4, 11,Miscellaneous
Monday,Dinner,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Carrots,Tablespoon,0, 0, 0, 0,Sides
Monday,Dinner,Chopped Eggs,.5z Portion,25, 1.5, 0, 2,Miscellaneous
Monday,Dinner,Crispy Fried French Onion,Ounce,160, 12, 16, 0,Miscellaneous
Monday,Dinner,Cucumber Slices,Slices,0, 0, 0, 0,Miscellaneous
Monday,Dinner,Feta Cheese Crumbles,Ounce,5, 0.5, 0, 0,Cheese
Monday,Dinner,Iceberg Salad Mix,1 cup portion,5, 0, 1, 0,Salad
Monday,Dinner,Large Seasoned Crouton,Ounce,120, 4, 20, 4,Miscellaneous
Monday,Dinner,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Monday,Dinner,Red Grape Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Monday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Monday,Dinner,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Monday,Dinner,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Monday,Dinner,Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Monday,Dinner,Tri Color Peppers,Ounce,15, 1, 2, 0,Miscellaneous
Monday,Dinner,Tuna,1/4 Cup,35, 0, 0, 8,Miscellaneous
Monday,Dinner,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12, 52, 8,Ice Cream
Monday,Dinner,Dole Whip Pineapple,1 Serving,110, 0.5, 26, 0,Ice Cream
Monday,Dinner,Dole Whip Strawberry,1 Serving,110, 0, 26, 0,Ice Cream
Monday,Dinner,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13, 49, 8,Ice Cream
Monday,Dinner,Four Bean Chili,1 cup,150, 2, 27, 6,Miscellaneous
Monday,Dinner,Tomato Soup,6 Flz Portion,60, 4, 7, 1,Miscellaneous
Monday,Dinner,Asst Jelly Pc,Pkt,35, 0, 9, 0,Miscellaneous
Monday,Dinner,Cream Cheese 1z Pc,1z Cup,100, 9, 1, 2,Cheese
Monday,Dinner,Fresh Avocado,Ounce,45, 4.5, 2, 0,Toppings
Monday,Dinner,Jif Peanut Butter PC,0.75z,120, 10, 5, 4,Toppings
Monday,Dinner,Nutella Chocolate Hazelnut Spread,Ounce,150, 9, 18, 1,Toppings
Monday,Dinner,Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Monday,Dinner,Unsalted Butter,Ounce,200, 22, 0, 0,Miscellaneous
Monday,Dinner,Caramel Topping,Ounce,80, 0, 18, 0,Miscellaneous
Monday,Dinner,Cone Cake Jacketed,Cone,null,null,null,null,Miscellaneous
Monday,Dinner,Dutch Chocolate Syrup,Ounce,70, 0, 16, < 1,Miscellaneous
Monday,Dinner,Mini Semi-Sweet Choc Chips,Ounce,130, 8, 19, 2,Snack
Monday,Dinner,Oreo Cookie Topping,Ounce,140, 5, 21, 1,Cookie
Monday,Dinner,Rainbow Sprinkles,Ounce,140, 7, 21, 0,Ice Cream
Monday,Dinner,Baby Carrots,3 Carrots,10, 0, 2, 0,Sides
Monday,Dinner,Celery Sticks,Ounce,0, 0, < 1, 0,Miscellaneous
Monday,Dinner,Flax Seed,Ounce,150, 12, 8, 5,Toppings
Monday,Dinner,Hummus with Tahini,1z Portion,70, 5, 4, 2,Snack
Monday,Dinner,Kalamata Olive Hummus,1z Portion,70, 6, 4, 2,Snack
Monday,Dinner,Nutritional Yeast,Gram,null,null,null,null,Miscellaneous
Monday,Dinner,Organic Black Chia Seed,Ounce,140, 9, 12, 5,Toppings
Monday,Dinner,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5, 13, 2,Snack
Monday,Dinner,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7, 3, 3,Toppings
Monday,Dinner,Roasted Garlic Hummus,1z Portion,70, 5, 4, 2,Snack
Monday,Dinner,Roasted Red Pepper Hummus,1z Portion,60, 4, 4, 2,Snack
Monday,Dinner,Sliced Almonds,Tablespoon,90, 8, 3, 3,Toppings
Monday,Dinner,Baked Sweet Potato,Potatoes,120, 1.5, 26, 2,Sides
Monday,Dinner,Broccoli Florets,4z Portion,35, 0, 6, 4,Sides
Monday,Dinner,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Monday,Dinner,Vegan Papas Con Chorizo,4z Portion,160,null,null,null,Miscellaneous
Monday,Dinner,Blueberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Monday,Dinner,Nature Valley Toasted Granola Oat,Ounce,130, 4.5, 20, 2,Miscellaneous
Monday,Dinner,Plain Greek Yogurt,Ounce,15, 0, 1, 3,Snack
Monday,Dinner,Small Curd Cottage Cheese,1/2 Cup,100, 5, 5, 11,Cheese
Monday,Dinner,Strawberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Monday,Dinner,Vanilla Yogurt,Ounce,20, 0, 4, < 1,Snack
Tuesday,Breakfast,100% Honey Pc,Pkt,25, 0, 7, 0,Toppings
Tuesday,Breakfast,Brewed coffee,6z Portion,0, 0, 0, 0,Miscellaneous
Tuesday,Breakfast,Coca Cola Classic Fountain 12z,12z Cup,0,null,null,null,Miscellaneous
Tuesday,Breakfast,Coca Cola Diet Fountain 12z,12z Cup,0,null,null,null,Drinks
Tuesday,Breakfast,Coffeemate Original,Fluid Oz,30, 3, 0, 0,Drinks
Tuesday,Breakfast,Coke Cherry Fountain 12z,12z Cups,0,null,null,null,Drinks
Tuesday,Breakfast,Coke Zero Fountain 12z,12z Cups,0,null,null,null,Drinks
Tuesday,Breakfast,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5, 8, 0,Toppings
Tuesday,Breakfast,ecoStick Sugar Substitute Pink Pc,Stick,0, 0, 1, 0,Toppings
Tuesday,Breakfast,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0, 1, 0,Toppings
Tuesday,Breakfast,Green Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Tuesday,Breakfast,Hazelnut Coffee Creamer,Fluid Oz,10, 0, 2, 0,Toppings
Tuesday,Breakfast,Lipton Black Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Tuesday,Breakfast,Lipton Tea Decaf,Tea Bag,null,null,null,null,Drinks
Tuesday,Breakfast,Original Style Lemonade,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Root Beer Barq's Fountain 12z,12z Cups,0,null,null,null,Bar
Tuesday,Breakfast,Sprite Diet Fountain 12z,12z Cup,0, 0, 0, 0,Drinks
Tuesday,Breakfast,Juice Apple DH,6 Flz Cup,15, 0, 3, 0,Drinks
Tuesday,Breakfast,Juice Cranberry DH,6 Flz Cup,70, 0, 17, 0,Drinks
Tuesday,Breakfast,Juice Orange DH,6 Flz Cup,15, 0, 4, 0,Drinks
Tuesday,Breakfast,Pibb Extra Fountain 12z,12 Flz Cup,0,null,null,null,Drinks
Tuesday,Breakfast,Powerade Mountain Blast 12z,12 Flz Cup,0,null,null,null,Drinks
Tuesday,Breakfast,Sprite Fountain 12z,12 Flz Cup,0,null,null,null,Drinks
Tuesday,Breakfast,Plain Bagel,4.5z,320, 1, 65, 11,Entrees
Tuesday,Breakfast,Whole Wheat Bagel,Bagel,320, 1.5, 65, 11,Entrees
Tuesday,Breakfast,Bacon Quesadilla,Quesadilla,350, 19, 29, 17,Miscellaneous
Tuesday,Breakfast,Golden Buttermilk Biscuit,2.25z Biscuit,240, 12, 28, 5,Bar
Tuesday,Breakfast,Hard Boiled Eggs,1 Egg,90, 7, 0, 8,Entrees
Tuesday,Breakfast,Sausage Gravy,2 Flz,100, 6, 5, 5,Sides
Tuesday,Breakfast,Sausage Patties,2 Patties,80, 6, 0, 5,Sides
Tuesday,Breakfast,Scrambled Eggs,4z Portion,90, 7, 0, 7,Entrees
Tuesday,Breakfast,Tater Tots,4z Portion,170, 9, 21, 1,Sides
Tuesday,Breakfast,Captain Crunch Wildberries,Cup,180, 2.5, 39, 2,Cereal
Tuesday,Breakfast,Cheerios,Cup,110, 2, 22, 4,Cereal
Tuesday,Breakfast,Cinnamon Toast Crunch,Cup,210, 5, 40, 2,Cereal
Tuesday,Breakfast,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Tuesday,Breakfast,Rice Chex Cereal,Cup,180, 1, 40, 3,Cereal
Tuesday,Breakfast,Special K with Red Berries,Cup,360, 1, 78, 16,Miscellaneous
Tuesday,Breakfast,Bananas,Banana,190, 0, 46, 2,Fruit
Tuesday,Breakfast,Gala Apples,Apples,100, 0, 25, 0,Fruit
Tuesday,Breakfast,Oranges,Orange,100, 0, 24, 2,Fruit
Tuesday,Breakfast,Cantaloupe/Honeydew/Pineapple Chunk,Ounce,15, 0, 4, 0,Toppings
Tuesday,Breakfast,2% Chocolate Milk BIB,1 Cup,170, 5, 24, 8,Drinks
Tuesday,Breakfast,2% Milk BIB,8 flz,120, 5, 11, 8,Drinks
Tuesday,Breakfast,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Tuesday,Breakfast,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Tuesday,Breakfast,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Tuesday,Breakfast,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Tuesday,Breakfast,Oatmeal Station with Nuts,Nutrition Varies,100, 5, 23, 1,Entrees
Tuesday,Breakfast,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Tuesday,Breakfast,Diced Green Peppers,Ounce,5, 0, 1, 0,Toppings
Tuesday,Breakfast,Diced Onions,Ounce,10, 0, 2, 0,Toppings
Tuesday,Breakfast,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Tuesday,Breakfast,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
